iter	PRAUC	Logloss
885	0.4475482473	0.2519188546
886	0.4476054395	0.2519106829
887	0.4476624341	0.2519014926
888	0.4476914677	0.251896211
889	0.4477321574	0.2518909532
890	0.4477739806	0.2518843879
891	0.4478241171	0.2518769912
892	0.4478700237	0.2518706935
893	0.4479218731	0.2518638499
894	0.4479533883	0.2518577955
895	0.4479872035	0.2518508427
896	0.4480110601	0.2518442799
897	0.4480673254	0.2518384303
898	0.4481434545	0.2518266626
899	0.4482017602	0.2518162296
